Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
Western Australia,Australia,-31.9505,115.8605,3/17/20,31,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/18/20,3,0
New South Wales,Australia,-33.8688,151.2093,3/18/20,267,5
Northern Territory,Australia,-12.4634,130.8456,3/18/20,1,0
Queensland,Australia,-28.0167,153.4,3/18/20,94,0
South Australia,Australia,-34.9285,138.6007,3/18/20,37,0
Tasmania,Australia,-41.4545,145.9707,3/18/20,10,0
Victoria,Australia,-37.8136,144.9631,3/18/20,121,0
Western Australia,Australia,-31.9505,115.8605,3/18/20,35,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/19/20,4,0
New South Wales,Australia,-33.8688,151.2093,3/19/20,307,5
Northern Territory,Australia,-12.4634,130.8456,3/19/20,1,0
Queensland,Australia,-28.0167,153.4,3/19/20,144,0
South Australia,Australia,-34.9285,138.6007,3/19/20,42,0
Tasmania,Australia,-41.4545,145.9707,3/19/20,10,0
Victoria,Australia,-37.8136,144.9631,3/19/20,121,0
Western Australia,Australia,-31.9505,115.8605,3/19/20,52,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/20/20,6,0
New South Wales,Australia,-33.8688,151.2093,3/20/20,353,6
Northern Territory,Australia,-12.4634,130.8456,3/20/20,3,0
Queensland,Australia,-28.0167,153.4,3/20/20,184,0
South Australia,Australia,-34.9285,138.6007,3/20/20,50,0
Tasmania,Australia,-41.4545,145.9707,3/20/20,10,0
Victoria,Australia,-37.8136,144.9631,3/20/20,121,0
Western Australia,Australia,-31.9505,115.8605,3/20/20,64,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/21/20,9,0
New South Wales,Australia,-33.8688,151.2093,3/21/20,436,6
Northern Territory,Australia,-12.4634,130.8456,3/21/20,3,0
Queensland,Australia,-28.0167,153.4,3/21/20,221,0
South Australia,Australia,-34.9285,138.6007,3/21/20,67,0
Tasmania,Australia,-41.4545,145.9707,3/21/20,16,0
Victoria,Australia,-37.8136,144.9631,3/21/20,229,0
Western Australia,Australia,-31.9505,115.8605,3/21/20,90,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/22/20,19,0
New South Wales,Australia,-33.8688,151.2093,3/22/20,669,6
Northern Territory,Australia,-12.4634,130.8456,3/22/20,5,0
Queensland,Australia,-28.0167,153.4,3/22/20,259,0
South Australia,Australia,-34.9285,138.6007,3/22/20,100,0
Tasmania,Australia,-41.4545,145.9707,3/22/20,22,0
Victoria,Australia,-37.8136,144.9631,3/22/20,355,0
Western Australia,Australia,-31.9505,115.8605,3/22/20,120,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/23/20,32,0
New South Wales,Australia,-33.8688,151.2093,3/23/20,669,6
Northern Territory,Australia,-12.4634,130.8456,3/23/20,5,0
Queensland,Australia,-28.0167,153.4,3/23/20,319,0
South Australia,Australia,-34.9285,138.6007,3/23/20,134,0
Tasmania,Australia,-41.4545,145.9707,3/23/20,28,0
Victoria,Australia,-37.8136,144.9631,3/23/20,355,0
Western Australia,Australia,-31.9505,115.8605,3/23/20,140,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/24/20,39,0
New South Wales,Australia,-33.8688,151.2093,3/24/20,818,7
Northern Territory,Australia,-12.4634,130.8456,3/24/20,6,0
Queensland,Australia,-28.0167,153.4,3/24/20,397,0
South Australia,Australia,-34.9285,138.6007,3/24/20,170,0
Tasmania,Australia,-41.4545,145.9707,3/24/20,28,0
Victoria,Australia,-37.8136,144.9631,3/24/20,411,0
Western Australia,Australia,-31.9505,115.8605,3/24/20,175,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/25/20,39,0
New South Wales,Australia,-33.8688,151.2093,3/25/20,1029,7
Northern Territory,Australia,-12.4634,130.8456,3/25/20,6,0
Queensland,Australia,-28.0167,153.4,3/25/20,443,0
South Australia,Australia,-34.9285,138.6007,3/25/20,170,0
Tasmania,Australia,-41.4545,145.9707,3/25/20,36,0
Victoria,Australia,-37.8136,144.9631,3/25/20,466,0
Western Australia,Australia,-31.9505,115.8605,3/25/20,175,1
Australian Capital Territory,Australia,-35.4735,149.0124,3/26/20,53,0
New South Wales,Australia,-33.8688,151.2093,3/26/20,1219,7
Northern Territory,Australia,-12.4634,130.8456,3/26/20,12,0
Queensland,Australia,-28.0167,153.4,3/26/20,493,1
South Australia,Australia,-34.9285,138.6007,3/26/20,235,0
Tasmania,Australia,-41.4545,145.9707,3/26/20,47,0
Victoria,Australia,-37.8136,144.9631,3/26/20,520,3
Western Australia,Australia,-31.9505,115.8605,3/26/20,231,2
