Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
Qinghai,China,35.7452,95.9956,2/21/20,18,0
Shaanxi,China,35.1917,108.8701,2/21/20,245,1
Shandong,China,36.3427,118.1498,2/21/20,749,4
Shanghai,China,31.202,121.4491,2/21/20,334,2
Shanxi,China,37.5777,112.2922,2/21/20,132,0
Sichuan,China,30.6171,102.7103,2/21/20,525,3
Tianjin,China,39.3054,117.323,2/21/20,132,3
Tibet,China,31.6927,88.0924,2/21/20,1,0
Xinjiang,China,41.1129,85.2401,2/21/20,76,1
Yunnan,China,24.974,101.487,2/21/20,174,2
Zhejiang,China,29.1832,120.0934,2/21/20,1203,1
Anhui,China,31.8257,117.2264,2/22/20,989,6
Beijing,China,40.1824,116.4142,2/22/20,399,4
Chongqing,China,30.0572,107.874,2/22/20,573,6
Fujian,China,26.0789,117.9874,2/22/20,293,1
Gansu,China,37.8099,101.0583,2/22/20,91,2
Guangdong,China,23.3417,113.4244,2/22/20,1339,5
Guangxi,China,23.8298,108.7881,2/22/20,249,2
Guizhou,China,26.8154,106.8748,2/22/20,146,2
Hainan,China,19.1959,109.7453,2/22/20,168,4
Hebei,China,39.549,116.1306,2/22/20,309,6
Heilongjiang,China,47.862,127.7615,2/22/20,479,12
Henan,China,33.882,113.614,2/22/20,1270,19
Hong Kong,China,22.3,114.2,2/22/20,69,2
Hubei,China,30.9756,112.2707,2/22/20,64084,2346
Hunan,China,27.6104,111.7088,2/22/20,1013,4
Inner Mongolia,China,44.0935,113.9448,2/22/20,75,0
Jiangsu,China,32.9711,119.455,2/22/20,631,0
Jiangxi,China,27.614,115.7221,2/22/20,934,1
Jilin,China,43.6661,126.1923,2/22/20,91,1
Liaoning,China,41.2956,122.6085,2/22/20,121,1
Macau,China,22.1667,113.55,2/22/20,10,0
Ningxia,China,37.2692,106.1655,2/22/20,71,0
Qinghai,China,35.7452,95.9956,2/22/20,18,0
Shaanxi,China,35.1917,108.8701,2/22/20,245,1
Shandong,China,36.3427,118.1498,2/22/20,750,4
Shanghai,China,31.202,121.4491,2/22/20,335,3
Shanxi,China,37.5777,112.2922,2/22/20,132,0
Sichuan,China,30.6171,102.7103,2/22/20,526,3
Tianjin,China,39.3054,117.323,2/22/20,135,3
Tibet,China,31.6927,88.0924,2/22/20,1,0
Xinjiang,China,41.1129,85.2401,2/22/20,76,2
Yunnan,China,24.974,101.487,2/22/20,174,2
Zhejiang,China,29.1832,120.0934,2/22/20,1205,1
Anhui,China,31.8257,117.2264,2/23/20,989,6
Beijing,China,40.1824,116.4142,2/23/20,399,4
Chongqing,China,30.0572,107.874,2/23/20,575,6
Fujian,China,26.0789,117.9874,2/23/20,293,1
Gansu,China,37.8099,101.0583,2/23/20,91,2
Guangdong,China,23.3417,113.4244,2/23/20,1342,6
Guangxi,China,23.8298,108.7881,2/23/20,249,2
Guizhou,China,26.8154,106.8748,2/23/20,146,2
Hainan,China,19.1959,109.7453,2/23/20,168,5
Hebei,China,39.549,116.1306,2/23/20,311,6
Heilongjiang,China,47.862,127.7615,2/23/20,480,12
Henan,China,33.882,113.614,2/23/20,1271,19
Hong Kong,China,22.3,114.2,2/23/20,74,2
Hubei,China,30.9756,112.2707,2/23/20,64084,2346
Hunan,China,27.6104,111.7088,2/23/20,1016,4
Inner Mongolia,China,44.0935,113.9448,2/23/20,75,0
Jiangsu,China,32.9711,119.455,2/23/20,631,0
Jiangxi,China,27.614,115.7221,2/23/20,934,1
Jilin,China,43.6661,126.1923,2/23/20,91,1
Liaoning,China,41.2956,122.6085,2/23/20,121,1
Macau,China,22.1667,113.55,2/23/20,10,0
Ningxia,China,37.2692,106.1655,2/23/20,71,0
Qinghai,China,35.7452,95.9956,2/23/20,18,0
Shaanxi,China,35.1917,108.8701,2/23/20,245,1
Shandong,China,36.3427,118.1498,2/23/20,754,4
Shanghai,China,31.202,121.4491,2/23/20,335,3
Shanxi,China,37.5777,112.2922,2/23/20,132,0
Sichuan,China,30.6171,102.7103,2/23/20,526,3
Tianjin,China,39.3054,117.323,2/23/20,135,3
Tibet,China,31.6927,88.0924,2/23/20,1,0
Xinjiang,China,41.1129,85.2401,2/23/20,76,2
Yunnan,China,24.974,101.487,2/23/20,174,2
Zhejiang,China,29.1832,120.0934,2/23/20,1205,1
Anhui,China,31.8257,117.2264,2/24/20,989,6
Beijing,China,40.1824,116.4142,2/24/20,399,4
Chongqing,China,30.0572,107.874,2/24/20,576,6
Fujian,China,26.0789,117.9874,2/24/20,293,1
Gansu,China,37.8099,101.0583,2/24/20,91,2
Guangdong,China,23.3417,113.4244,2/24/20,1345,6
Guangxi,China,23.8298,108.7881,2/24/20,251,2
Guizhou,China,26.8154,106.8748,2/24/20,146,2
Hainan,China,19.1959,109.7453,2/24/20,168,5
Hebei,China,39.549,116.1306,2/24/20,311,6
Heilongjiang,China,47.862,127.7615,2/24/20,480,12
Henan,China,33.882,113.614,2/24/20,1271,19
Hong Kong,China,22.3,114.2,2/24/20,79,2
Hubei,China,30.9756,112.2707,2/24/20,64287,2495
Hunan,China,27.6104,111.7088,2/24/20,1016,4
Inner Mongolia,China,44.0935,113.9448,2/24/20,75,0
Jiangsu,China,32.9711,119.455,2/24/20,631,0
Jiangxi,China,27.614,115.7221,2/24/20,934,1
Jilin,China,43.6661,126.1923,2/24/20,93,1
Liaoning,China,41.2956,122.6085,2/24/20,121,1
Macau,China,22.1667,113.55,2/24/20,10,0
Ningxia,China,37.2692,106.1655,2/24/20,71,0
Qinghai,China,35.7452,95.9956,2/24/20,18,0
Shaanxi,China,35.1917,108.8701,2/24/20,245,1
Shandong,China,36.3427,118.1498,2/24/20,755,5
Shanghai,China,31.202,121.4491,2/24/20,335,3
Shanxi,China,37.5777,112.2922,2/24/20,133,0
Sichuan,China,30.6171,102.7103,2/24/20,527,3
Tianjin,China,39.3054,117.323,2/24/20,135,3
Tibet,China,31.6927,88.0924,2/24/20,1,0
Xinjiang,China,41.1129,85.2401,2/24/20,76,2
Yunnan,China,24.974,101.487,2/24/20,174,2
Zhejiang,China,29.1832,120.0934,2/24/20,1205,1
Anhui,China,31.8257,117.2264,2/25/20,989,6
Beijing,China,40.1824,116.4142,2/25/20,400,4
Chongqing,China,30.0572,107.874,2/25/20,576,6
Fujian,China,26.0789,117.9874,2/25/20,294,1
Gansu,China,37.8099,101.0583,2/25/20,91,2
Guangdong,China,23.3417,113.4244,2/25/20,1347,7
Guangxi,China,23.8298,108.7881,2/25/20,252,2
Guizhou,China,26.8154,106.8748,2/25/20,146,2
Hainan,China,19.1959,109.7453,2/25/20,168,5
Hebei,China,39.549,116.1306,2/25/20,311,6
Heilongjiang,China,47.862,127.7615,2/25/20,480,12
Henan,China,33.882,113.614,2/25/20,1271,19
Hong Kong,China,22.3,114.2,2/25/20,84,2
Hubei,China,30.9756,112.2707,2/25/20,64786,2563
Hunan,China,27.6104,111.7088,2/25/20,1016,4
Inner Mongolia,China,44.0935,113.9448,2/25/20,75,0
Jiangsu,China,32.9711,119.455,2/25/20,631,0
Jiangxi,China,27.614,115.7221,2/25/20,934,1
Jilin,China,43.6661,126.1923,2/25/20,93,1
Liaoning,China,41.2956,122.6085,2/25/20,121,1
Macau,China,22.1667,113.55,2/25/20,10,0
Ningxia,China,37.2692,106.1655,2/25/20,71,0
Qinghai,China,35.7452,95.9956,2/25/20,18,0
Shaanxi,China,35.1917,108.8701,2/25/20,245,1
Shandong,China,36.3427,118.1498,2/25/20,756,6
Shanghai,China,31.202,121.4491,2/25/20,336,3
Shanxi,China,37.5777,112.2922,2/25/20,133,0
Sichuan,China,30.6171,102.7103,2/25/20,529,3
Tianjin,China,39.3054,117.323,2/25/20,135,3
Tibet,China,31.6927,88.0924,2/25/20,1,0
Xinjiang,China,41.1129,85.2401,2/25/20,76,2
Yunnan,China,24.974,101.487,2/25/20,174,2
Zhejiang,China,29.1832,120.0934,2/25/20,1205,1
Anhui,China,31.8257,117.2264,2/26/20,989,6
Beijing,China,40.1824,116.4142,2/26/20,400,4
Chongqing,China,30.0572,107.874,2/26/20,576,6
Fujian,China,26.0789,117.9874,2/26/20,294,1
Gansu,China,37.8099,101.0583,2/26/20,91,2
Guangdong,China,23.3417,113.4244,2/26/20,1347,7
Guangxi,China,23.8298,108.7881,2/26/20,252,2
Guizhou,China,26.8154,106.8748,2/26/20,146,2
Hainan,China,19.1959,109.7453,2/26/20,168,5
Hebei,China,39.549,116.1306,2/26/20,312,6
Heilongjiang,China,47.862,127.7615,2/26/20,480,12
Henan,China,33.882,113.614,2/26/20,1271,19
Hong Kong,China,22.3,114.2,2/26/20,91,2
Hubei,China,30.9756,112.2707,2/26/20,65187,2615
Hunan,China,27.6104,111.7088,2/26/20,1016,4
Inner Mongolia,China,44.0935,113.9448,2/26/20,75,0
Jiangsu,China,32.9711,119.455,2/26/20,631,0
Jiangxi,China,27.614,115.7221,2/26/20,934,1
Jilin,China,43.6661,126.1923,2/26/20,93,1
Liaoning,China,41.2956,122.6085,2/26/20,121,1
Macau,China,22.1667,113.55,2/26/20,10,0
Ningxia,China,37.2692,106.1655,2/26/20,71,0
Qinghai,China,35.7452,95.9956,2/26/20,18,0
Shaanxi,China,35.1917,108.8701,2/26/20,245,1
Shandong,China,36.3427,118.1498,2/26/20,756,6
Shanghai,China,31.202,121.4491,2/26/20,337,3
Shanxi,China,37.5777,112.2922,2/26/20,133,0
Sichuan,China,30.6171,102.7103,2/26/20,531,3
Tianjin,China,39.3054,117.323,2/26/20,135,3
Tibet,China,31.6927,88.0924,2/26/20,1,0
Xinjiang,China,41.1129,85.2401,2/26/20,76,2
Yunnan,China,24.974,101.487,2/26/20,174,2
Zhejiang,China,29.1832,120.0934,2/26/20,1205,1
Anhui,China,31.8257,117.2264,2/27/20,989,6
Beijing,China,40.1824,116.4142,2/27/20,410,5
Chongqing,China,30.0572,107.874,2/27/20,576,6
Fujian,China,26.0789,117.9874,2/27/20,296,1
Gansu,China,37.8099,101.0583,2/27/20,91,2
Guangdong,China,23.3417,113.4244,2/27/20,1347,7
Guangxi,China,23.8298,108.7881,2/27/20,252,2
Guizhou,China,26.8154,106.8748,2/27/20,146,2
Hainan,China,19.1959,109.7453,2/27/20,168,5
Hebei,China,39.549,116.1306,2/27/20,317,6
Heilongjiang,China,47.862,127.7615,2/27/20,480,13
Henan,China,33.882,113.614,2/27/20,1272,20
Hong Kong,China,22.3,114.2,2/27/20,92,2
Hubei,China,30.9756,112.2707,2/27/20,65596,2641
Hunan,China,27.6104,111.7088,2/27/20,1017,4
Inner Mongolia,China,44.0935,113.9448,2/27/20,75,0
Jiangsu,China,32.9711,119.455,2/27/20,631,0
Jiangxi,China,27.614,115.7221,2/27/20,934,1
Jilin,China,43.6661,126.1923,2/27/20,93,1
Liaoning,China,41.2956,122.6085,2/27/20,121,1
Macau,China,22.1667,113.55,2/27/20,10,0
Ningxia,China,37.2692,106.1655,2/27/20,72,0
Qinghai,China,35.7452,95.9956,2/27/20,18,0
Shaanxi,China,35.1917,108.8701,2/27/20,245,1
Shandong,China,36.3427,118.1498,2/27/20,756,6
Shanghai,China,31.202,121.4491,2/27/20,337,3
Shanxi,China,37.5777,112.2922,2/27/20,133,0
Sichuan,China,30.6171,102.7103,2/27/20,534,3
Tianjin,China,39.3054,117.323,2/27/20,136,3
Tibet,China,31.6927,88.0924,2/27/20,1,0
Xinjiang,China,41.1129,85.2401,2/27/20,76,2
Yunnan,China,24.974,101.487,2/27/20,174,2
Zhejiang,China,29.1832,120.0934,2/27/20,1205,1
Anhui,China,31.8257,117.2264,2/28/20,990,6
Beijing,China,40.1824,116.4142,2/28/20,410,7
Chongqing,China,30.0572,107.874,2/28/20,576,6
Fujian,China,26.0789,117.9874,2/28/20,296,1
Gansu,China,37.8099,101.0583,2/28/20,91,2
Guangdong,China,23.3417,113.4244,2/28/20,1348,7
Guangxi,China,23.8298,108.7881,2/28/20,252,2
Guizhou,China,26.8154,106.8748,2/28/20,146,2
Hainan,China,19.1959,109.7453,2/28/20,168,5
Hebei,China,39.549,116.1306,2/28/20,318,6
Heilongjiang,China,47.862,127.7615,2/28/20,480,13
Henan,China,33.882,113.614,2/28/20,1272,20
Hong Kong,China,22.3,114.2,2/28/20,94,2
Hubei,China,30.9756,112.2707,2/28/20,65914,2682
Hunan,China,27.6104,111.7088,2/28/20,1017,4
Inner Mongolia,China,44.0935,113.9448,2/28/20,75,0
Jiangsu,China,32.9711,119.455,2/28/20,631,0
Jiangxi,China,27.614,115.7221,2/28/20,935,1
Jilin,China,43.6661,126.1923,2/28/20,93,1
Liaoning,China,41.2956,122.6085,2/28/20,121,1
Macau,China,22.1667,113.55,2/28/20,10,0
Ningxia,China,37.2692,106.1655,2/28/20,72,0
Qinghai,China,35.7452,95.9956,2/28/20,18,0
Shaanxi,China,35.1917,108.8701,2/28/20,245,1
Shandong,China,36.3427,118.1498,2/28/20,756,6
Shanghai,China,31.202,121.4491,2/28/20,337,3
Shanxi,China,37.5777,112.2922,2/28/20,133,0
Sichuan,China,30.6171,102.7103,2/28/20,538,3
Tianjin,China,39.3054,117.323,2/28/20,136,3
Tibet,China,31.6927,88.0924,2/28/20,1,0
Xinjiang,China,41.1129,85.2401,2/28/20,76,3
Yunnan,China,24.974,101.487,2/28/20,174,2
Zhejiang,China,29.1832,120.0934,2/28/20,1205,1
Anhui,China,31.8257,117.2264,2/29/20,990,6
Beijing,China,40.1824,116.4142,2/29/20,411,8
Chongqing,China,30.0572,107.874,2/29/20,576,6
Fujian,China,26.0789,117.9874,2/29/20,296,1
Gansu,China,37.8099,101.0583,2/29/20,91,2
Guangdong,China,23.3417,113.4244,2/29/20,1349,7
Guangxi,China,23.8298,108.7881,2/29/20,252,2
Guizhou,China,26.8154,106.8748,2/29/20,146,2
Hainan,China,19.1959,109.7453,2/29/20,168,5
Hebei,China,39.549,116.1306,2/29/20,318,6
Heilongjiang,China,47.862,127.7615,2/29/20,480,13
Henan,China,33.882,113.614,2/29/20,1272,21
Hong Kong,China,22.3,114.2,2/29/20,95,2
Hubei,China,30.9756,112.2707,2/29/20,66337,2727
Hunan,China,27.6104,111.7088,2/29/20,1018,4
Inner Mongolia,China,44.0935,113.9448,2/29/20,75,0
Jiangsu,China,32.9711,119.455,2/29/20,631,0
Jiangxi,China,27.614,115.7221,2/29/20,935,1
Jilin,China,43.6661,126.1923,2/29/20,93,1
Liaoning,China,41.2956,122.6085,2/29/20,121,1
Macau,China,22.1667,113.55,2/29/20,10,0
Ningxia,China,37.2692,106.1655,2/29/20,73,0
Qinghai,China,35.7452,95.9956,2/29/20,18,0
Shaanxi,China,35.1917,108.8701,2/29/20,245,1
Shandong,China,36.3427,118.1498,2/29/20,756,6
Shanghai,China,31.202,121.4491,2/29/20,337,3
Shanxi,China,37.5777,112.2922,2/29/20,133,0
Sichuan,China,30.6171,102.7103,2/29/20,538,3
Tianjin,China,39.3054,117.323,2/29/20,136,3
Tibet,China,31.6927,88.0924,2/29/20,1,0
Xinjiang,China,41.1129,85.2401,2/29/20,76,3
Yunnan,China,24.974,101.487,2/29/20,174,2
Zhejiang,China,29.1832,120.0934,2/29/20,1205,1
Anhui,China,31.8257,117.2264,3/1/20,990,6
Beijing,China,40.1824,116.4142,3/1/20,413,8
Chongqing,China,30.0572,107.874,3/1/20,576,6
Fujian,China,26.0789,117.9874,3/1/20,296,1
Gansu,China,37.8099,101.0583,3/1/20,91,2
Guangdong,China,23.3417,113.4244,3/1/20,1349,7
Guangxi,China,23.8298,108.7881,3/1/20,252,2
Guizhou,China,26.8154,106.8748,3/1/20,146,2
Hainan,China,19.1959,109.7453,3/1/20,168,5
Hebei,China,39.549,116.1306,3/1/20,318,6
Heilongjiang,China,47.862,127.7615,3/1/20,480,13
Henan,China,33.882,113.614,3/1/20,1272,22
Hong Kong,China,22.3,114.2,3/1/20,96,2
Hubei,China,30.9756,112.2707,3/1/20,66907,2761
Hunan,China,27.6104,111.7088,3/1/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/1/20,75,0
Jiangsu,China,32.9711,119.455,3/1/20,631,0
Jiangxi,China,27.614,115.7221,3/1/20,935,1
Jilin,China,43.6661,126.1923,3/1/20,93,1
Liaoning,China,41.2956,122.6085,3/1/20,122,1
Macau,China,22.1667,113.55,3/1/20,10,0
Ningxia,China,37.2692,106.1655,3/1/20,73,0
Qinghai,China,35.7452,95.9956,3/1/20,18,0
Shaanxi,China,35.1917,108.8701,3/1/20,245,1
Shandong,China,36.3427,118.1498,3/1/20,758,6
Shanghai,China,31.202,121.4491,3/1/20,337,3
Shanxi,China,37.5777,112.2922,3/1/20,133,0
Sichuan,China,30.6171,102.7103,3/1/20,538,3
Tianjin,China,39.3054,117.323,3/1/20,136,3
Tibet,China,31.6927,88.0924,3/1/20,1,0
Xinjiang,China,41.1129,85.2401,3/1/20,76,3
Yunnan,China,24.974,101.487,3/1/20,174,2
Zhejiang,China,29.1832,120.0934,3/1/20,1205,1
Anhui,China,31.8257,117.2264,3/2/20,990,6
Beijing,China,40.1824,116.4142,3/2/20,414,8
Chongqing,China,30.0572,107.874,3/2/20,576,6
Fujian,China,26.0789,117.9874,3/2/20,296,1
Gansu,China,37.8099,101.0583,3/2/20,91,2
Guangdong,China,23.3417,113.4244,3/2/20,1350,7
Guangxi,China,23.8298,108.7881,3/2/20,252,2
Guizhou,China,26.8154,106.8748,3/2/20,146,2
Hainan,China,19.1959,109.7453,3/2/20,168,5
Hebei,China,39.549,116.1306,3/2/20,318,6
Heilongjiang,China,47.862,127.7615,3/2/20,480,13
Henan,China,33.882,113.614,3/2/20,1272,22
Hong Kong,China,22.3,114.2,3/2/20,100,2
Hubei,China,30.9756,112.2707,3/2/20,67103,2803
Hunan,China,27.6104,111.7088,3/2/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/2/20,75,0
Jiangsu,China,32.9711,119.455,3/2/20,631,0
Jiangxi,China,27.614,115.7221,3/2/20,935,1
Jilin,China,43.6661,126.1923,3/2/20,93,1
Liaoning,China,41.2956,122.6085,3/2/20,122,1
Macau,China,22.1667,113.55,3/2/20,10,0
Ningxia,China,37.2692,106.1655,3/2/20,74,0
Qinghai,China,35.7452,95.9956,3/2/20,18,0
Shaanxi,China,35.1917,108.8701,3/2/20,245,1
Shandong,China,36.3427,118.1498,3/2/20,758,6
Shanghai,China,31.202,121.4491,3/2/20,337,3
Shanxi,China,37.5777,112.2922,3/2/20,133,0
Sichuan,China,30.6171,102.7103,3/2/20,538,3
Tianjin,China,39.3054,117.323,3/2/20,136,3
Tibet,China,31.6927,88.0924,3/2/20,1,0
Xinjiang,China,41.1129,85.2401,3/2/20,76,3
Yunnan,China,24.974,101.487,3/2/20,174,2
Zhejiang,China,29.1832,120.0934,3/2/20,1206,1
Anhui,China,31.8257,117.2264,3/3/20,990,6
Beijing,China,40.1824,116.4142,3/3/20,414,8
Chongqing,China,30.0572,107.874,3/3/20,576,6
Fujian,China,26.0789,117.9874,3/3/20,296,1
Gansu,China,37.8099,101.0583,3/3/20,91,2
Guangdong,China,23.3417,113.4244,3/3/20,1350,7
Guangxi,China,23.8298,108.7881,3/3/20,252,2
Guizhou,China,26.8154,106.8748,3/3/20,146,2
Hainan,China,19.1959,109.7453,3/3/20,168,5
Hebei,China,39.549,116.1306,3/3/20,318,6
Heilongjiang,China,47.862,127.7615,3/3/20,480,13
Henan,China,33.882,113.614,3/3/20,1272,22
Hong Kong,China,22.3,114.2,3/3/20,100,2
Hubei,China,30.9756,112.2707,3/3/20,67217,2835
Hunan,China,27.6104,111.7088,3/3/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/3/20,75,1
Jiangsu,China,32.9711,119.455,3/3/20,631,0
Jiangxi,China,27.614,115.7221,3/3/20,935,1
Jilin,China,43.6661,126.1923,3/3/20,93,1
Liaoning,China,41.2956,122.6085,3/3/20,125,1
Macau,China,22.1667,113.55,3/3/20,10,0
Ningxia,China,37.2692,106.1655,3/3/20,74,0
Qinghai,China,35.7452,95.9956,3/3/20,18,0
Shaanxi,China,35.1917,108.8701,3/3/20,245,1
Shandong,China,36.3427,118.1498,3/3/20,758,6
Shanghai,China,31.202,121.4491,3/3/20,338,3
Shanxi,China,37.5777,112.2922,3/3/20,133,0
Sichuan,China,30.6171,102.7103,3/3/20,538,3
Tianjin,China,39.3054,117.323,3/3/20,136,3
Tibet,China,31.6927,88.0924,3/3/20,1,0
Xinjiang,China,41.1129,85.2401,3/3/20,76,3
Yunnan,China,24.974,101.487,3/3/20,174,2
Zhejiang,China,29.1832,120.0934,3/3/20,1213,1
Anhui,China,31.8257,117.2264,3/4/20,990,6
Beijing,China,40.1824,116.4142,3/4/20,418,8
Chongqing,China,30.0572,107.874,3/4/20,576,6
Fujian,China,26.0789,117.9874,3/4/20,296,1
Gansu,China,37.8099,101.0583,3/4/20,91,2
Guangdong,China,23.3417,113.4244,3/4/20,1350,7
Guangxi,China,23.8298,108.7881,3/4/20,252,2
Guizhou,China,26.8154,106.8748,3/4/20,146,2
Hainan,China,19.1959,109.7453,3/4/20,168,5
Hebei,China,39.549,116.1306,3/4/20,318,6
Heilongjiang,China,47.862,127.7615,3/4/20,480,13
Henan,China,33.882,113.614,3/4/20,1272,22
Hong Kong,China,22.3,114.2,3/4/20,105,2
Hubei,China,30.9756,112.2707,3/4/20,67332,2871
Hunan,China,27.6104,111.7088,3/4/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/4/20,75,1
Jiangsu,China,32.9711,119.455,3/4/20,631,0
Jiangxi,China,27.614,115.7221,3/4/20,935,1
Jilin,China,43.6661,126.1923,3/4/20,93,1
Liaoning,China,41.2956,122.6085,3/4/20,125,1
Macau,China,22.1667,113.55,3/4/20,10,0
Ningxia,China,37.2692,106.1655,3/4/20,75,0
Qinghai,China,35.7452,95.9956,3/4/20,18,0
Shaanxi,China,35.1917,108.8701,3/4/20,245,1
Shandong,China,36.3427,118.1498,3/4/20,758,6
Shanghai,China,31.202,121.4491,3/4/20,338,3
Shanxi,China,37.5777,112.2922,3/4/20,133,0
Sichuan,China,30.6171,102.7103,3/4/20,538,3
Tianjin,China,39.3054,117.323,3/4/20,136,3
Tibet,China,31.6927,88.0924,3/4/20,1,0
Xinjiang,China,41.1129,85.2401,3/4/20,76,3
Yunnan,China,24.974,101.487,3/4/20,174,2
Zhejiang,China,29.1832,120.0934,3/4/20,1213,1
Anhui,China,31.8257,117.2264,3/5/20,990,6
Beijing,China,40.1824,116.4142,3/5/20,418,8
Chongqing,China,30.0572,107.874,3/5/20,576,6
Fujian,China,26.0789,117.9874,3/5/20,296,1
Gansu,China,37.8099,101.0583,3/5/20,102,2
Guangdong,China,23.3417,113.4244,3/5/20,1351,7
Guangxi,China,23.8298,108.7881,3/5/20,252,2
Guizhou,China,26.8154,106.8748,3/5/20,146,2
Hainan,China,19.1959,109.7453,3/5/20,168,6
Hebei,China,39.549,116.1306,3/5/20,318,6
Heilongjiang,China,47.862,127.7615,3/5/20,481,13
Henan,China,33.882,113.614,3/5/20,1272,22
Hong Kong,China,22.3,114.2,3/5/20,105,2
Hubei,China,30.9756,112.2707,3/5/20,67466,2902
Hunan,China,27.6104,111.7088,3/5/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/5/20,75,1
Jiangsu,China,32.9711,119.455,3/5/20,631,0
Jiangxi,China,27.614,115.7221,3/5/20,935,1
Jilin,China,43.6661,126.1923,3/5/20,93,1
Liaoning,China,41.2956,122.6085,3/5/20,125,1
Macau,China,22.1667,113.55,3/5/20,10,0
Ningxia,China,37.2692,106.1655,3/5/20,75,0
Qinghai,China,35.7452,95.9956,3/5/20,18,0
Shaanxi,China,35.1917,108.8701,3/5/20,245,1
Shandong,China,36.3427,118.1498,3/5/20,758,6
Shanghai,China,31.202,121.4491,3/5/20,339,3
Shanxi,China,37.5777,112.2922,3/5/20,133,0
Sichuan,China,30.6171,102.7103,3/5/20,539,3
Tianjin,China,39.3054,117.323,3/5/20,136,3
Tibet,China,31.6927,88.0924,3/5/20,1,0
Xinjiang,China,41.1129,85.2401,3/5/20,76,3
Yunnan,China,24.974,101.487,3/5/20,174,2
Zhejiang,China,29.1832,120.0934,3/5/20,1215,1
Anhui,China,31.8257,117.2264,3/6/20,990,6
Beijing,China,40.1824,116.4142,3/6/20,422,8
Chongqing,China,30.0572,107.874,3/6/20,576,6
Fujian,China,26.0789,117.9874,3/6/20,296,1
Gansu,China,37.8099,101.0583,3/6/20,119,2
Guangdong,China,23.3417,113.4244,3/6/20,1352,7
Guangxi,China,23.8298,108.7881,3/6/20,252,2
Guizhou,China,26.8154,106.8748,3/6/20,146,2
Hainan,China,19.1959,109.7453,3/6/20,168,6
Hebei,China,39.549,116.1306,3/6/20,318,6
Heilongjiang,China,47.862,127.7615,3/6/20,481,13
Henan,China,33.882,113.614,3/6/20,1272,22
Hong Kong,China,22.3,114.2,3/6/20,107,2
Hubei,China,30.9756,112.2707,3/6/20,67592,2931
Hunan,China,27.6104,111.7088,3/6/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/6/20,75,1
Jiangsu,China,32.9711,119.455,3/6/20,631,0
Jiangxi,China,27.614,115.7221,3/6/20,935,1
Jilin,China,43.6661,126.1923,3/6/20,93,1
Liaoning,China,41.2956,122.6085,3/6/20,125,1
Macau,China,22.1667,113.55,3/6/20,10,0
Ningxia,China,37.2692,106.1655,3/6/20,75,0
Qinghai,China,35.7452,95.9956,3/6/20,18,0
Shaanxi,China,35.1917,108.8701,3/6/20,245,1
Shandong,China,36.3427,118.1498,3/6/20,758,6
Shanghai,China,31.202,121.4491,3/6/20,342,3
Shanxi,China,37.5777,112.2922,3/6/20,133,0
Sichuan,China,30.6171,102.7103,3/6/20,539,3
Tianjin,China,39.3054,117.323,3/6/20,136,3
Tibet,China,31.6927,88.0924,3/6/20,1,0
Xinjiang,China,41.1129,85.2401,3/6/20,76,3
Yunnan,China,24.974,101.487,3/6/20,174,2
Zhejiang,China,29.1832,120.0934,3/6/20,1215,1
Anhui,China,31.8257,117.2264,3/7/20,990,6
Beijing,China,40.1824,116.4142,3/7/20,426,8
Chongqing,China,30.0572,107.874,3/7/20,576,6
Fujian,China,26.0789,117.9874,3/7/20,296,1
Gansu,China,37.8099,101.0583,3/7/20,120,2
Guangdong,China,23.3417,113.4244,3/7/20,1352,7
Guangxi,China,23.8298,108.7881,3/7/20,252,2
Guizhou,China,26.8154,106.8748,3/7/20,146,2
Hainan,China,19.1959,109.7453,3/7/20,168,6
Hebei,China,39.549,116.1306,3/7/20,318,6
Heilongjiang,China,47.862,127.7615,3/7/20,481,13
Henan,China,33.882,113.614,3/7/20,1272,22
Hong Kong,China,22.3,114.2,3/7/20,108,2
Hubei,China,30.9756,112.2707,3/7/20,67666,2959
Hunan,China,27.6104,111.7088,3/7/20,1018,4
Inner Mongolia,China,44.0935,113.9448,3/7/20,75,1
Jiangsu,China,32.9711,119.455,3/7/20,631,0
Jiangxi,China,27.614,115.7221,3/7/20,935,1
Jilin,China,43.6661,126.1923,3/7/20,93,1
Liaoning,China,41.2956,122.6085,3/7/20,125,1
Macau,China,22.1667,113.55,3/7/20,10,0
Ningxia,China,37.2692,106.1655,3/7/20,75,0
Qinghai,China,35.7452,95.9956,3/7/20,18,0
Shaanxi,China,35.1917,108.8701,3/7/20,245,1
Shandong,China,36.3427,118.1498,3/7/20,758,6
Shanghai,China,31.202,121.4491,3/7/20,342,3
Shanxi,China,37.5777,112.2922,3/7/20,133,0
Sichuan,China,30.6171,102.7103,3/7/20,539,3
Tianjin,China,39.3054,117.323,3/7/20,136,3
Tibet,China,31.6927,88.0924,3/7/20,1,0
Xinjiang,China,41.1129,85.2401,3/7/20,76,3
Yunnan,China,24.974,101.487,3/7/20,174,2
